loan_id, no_of_dependents, education, self_employed, income_annum, loan_amount, loan_term,other_loans, cibil_score, residential_assets_value, commercial_assets_value, luxury_assets_value, bank_asset_value,loan_status
1041,3, Not Graduate, Yes,8000000,28800000,10,2800000,576,18800000,7500000,16300000,11900000, Approved
1042,0, Not Graduate, Yes,4000000,11000000,8,240000,799,4400000,6100000,14700000,4200000, Approved
1043,1, Not Graduate, Yes,3300000,10800000,2,1320000,550,6000000,3800000,11000000,4700000, Approved
1044,2, Graduate, No,5800000,13300000,4,1624000,878,8400000,5400000,18600000,4500000, Approved
1045,3, Graduate, Yes,2400000,4800000,12,192000,895,6800000,300000,7300000,3300000, Approved
1046,4, Not Graduate, No,7600000,29700000,6,2660000,603,3200000,2900000,27800000,11000000, Approved
1047,2, Not Graduate, Yes,2500000,6900000,12,800000,325,5800000,1600000,6400000,3600000, Rejected
1048,2, Graduate, No,3300000,11800000,4,858000,393,5700000,3700000,6800000,2600000, Approved
1049,3, Graduate, No,9800000,30300000,2,98000,612,10700000,4600000,32100000,5600000, Approved
1050,0, Graduate, Yes,1000000,3800000,8,50000,553,2500000,1000000,2100000,1300000, Approved
1051,0, Not Graduate, Yes,2500000,8800000,14,525000,389,7300000,1400000,8500000,3600000, Rejected
1052,0, Graduate, No,1900000,6800000,4,285000,782,100000,3400000,4900000,2400000, Approved
1053,3, Graduate, No,3100000,8500000,12,1085000,493,8700000,5100000,12000000,2000000, Rejected
1054,5, Graduate, Yes,6000000,11900000,2,2340000,629,2500000,0,19200000,4200000, Approved
1055,5, Not Graduate, No,6500000,21600000,10,1885000,419,1600000,10900000,22300000,6600000, Rejected
1056,2, Not Graduate, Yes,5900000,15800000,2,1829000,444,14300000,4300000,20300000,5500000, Rejected
1057,5, Not Graduate, Yes,6500000,15800000,16,1495000,301,9200000,9900000,17400000,7100000, Rejected
1058,0, Graduate, Yes,3800000,11200000,20,418000,479,1100000,6400000,12000000,5400000, Rejected
1059,3, Not Graduate, Yes,3000000,11400000,10,180000,424,1800000,4200000,10900000,1500000, Rejected
1060,0, Graduate, No,4300000,16900000,18,1419000,469,200000,5800000,12000000,6200000, Rejected
1061,4, Not Graduate, Yes,3500000,8300000,2,560000,897,7900000,5500000,12600000,1800000, Approved
1062,3, Not Graduate, No,300000,500000,2,117000,477,700000,200000,800000,400000, Rejected
1063,3, Not Graduate, Yes,600000,1400000,16,30000,509,600000,300000,2400000,900000, Rejected
1064,0, Graduate, Yes,800000,1700000,4,96000,752,2300000,1100000,3200000,400000, Approved
1065,0, Not Graduate, Yes,5600000,19100000,14,728000,875,16700000,4700000,15100000,7700000, Approved
1066,2, Not Graduate, Yes,1800000,3600000,4,198000,343,3400000,1100000,6200000,1500000, Rejected
1067,0, Graduate, No,6800000,20800000,20,2176000,819,16500000,11900000,26700000,8000000, Approved
1068,2, Graduate, Yes,4200000,16800000,2,126000,433,3300000,0,14100000,3700000, Approved
1069,1, Not Graduate, Yes,200000,400000,6,26000,768,300000,100000,600000,0, Approved
1070,2, Graduate, Yes,8500000,31800000,6,2125000,714,17000000,900000,26600000,5600000, Approved
1071,2, Not Graduate, Yes,2800000,10100000,16,672000,531,2900000,2900000,7200000,4100000, Rejected
1072,0, Graduate, Yes,3600000,8600000,6,648000,529,3500000,3300000,11300000,5200000, Rejected
1073,1, Not Graduate, No,6200000,19500000,20,1984000,448,3300000,7100000,22400000,8000000, Rejected
1074,1, Graduate, No,2700000,10000000,2,270000,584,6500000,2700000,7700000,3400000, Approved
1075,1, Graduate, No,6800000,22900000,4,408000,501,3900000,9400000,17300000,4400000, Approved
1076,2, Not Graduate, No,6300000,24500000,18,882000,848,10200000,3500000,18200000,8200000, Approved
1077,4, Not Graduate, No,8800000,19100000,6,616000,586,17600000,8800000,20600000,12400000, Approved
1078,1, Graduate, No,5900000,13000000,2,1888000,386,16300000,5000000,12000000,3800000, Rejected
1079,5, Not Graduate, Yes,9800000,37900000,18,3234000,301,6700000,4900000,34300000,6200000, Rejected
1080,2, Graduate, No,3300000,8300000,6,495000,653,4700000,3100000,8300000,4600000, Approved
1081,4, Graduate, Yes,300000,500000,14,111000,448,700000,100000,800000,100000, Rejected
1082,1, Not Graduate, Yes,4800000,11600000,16,624000,696,1400000,9400000,11800000,6500000, Approved
1083,1, Graduate, No,7500000,28300000,16,1575000,707,9700000,1100000,16300000,6700000, Approved
1084,2, Not Graduate, No,8600000,21700000,4,1720000,429,5500000,10800000,30900000,6000000, Rejected
1085,4, Not Graduate, No,8900000,21100000,6,534000,631,4200000,200000,25800000,6200000, Approved
1086,5, Not Graduate, Yes,9600000,29600000,4,1920000,446,22900000,3500000,36600000,13200000, Approved
1087,0, Graduate, Yes,7700000,18100000,18,2310000,705,6100000,5100000,23800000,6300000, Approved
1088,3, Not Graduate, Yes,7000000,15200000,2,2310000,709,10300000,12500000,20700000,4000000, Approved
1089,4, Not Graduate, Yes,7800000,19500000,14,624000,739,1900000,9000000,20400000,4400000, Approved
1090,3, Graduate, No,5100000,11000000,6,561000,336,-100000,5800000,11600000,7500000, Rejected
1091,4, Graduate, No,9400000,32600000,4,2350000,898,18200000,4000000,22000000,10200000, Approved
1092,4, Not Graduate, Yes,600000,2100000,6,192000,558,1300000,1000000,2200000,300000, Approved
1093,3, Graduate, No,5100000,13300000,4,1275000,589,11200000,2700000,20200000,6100000, Approved
1094,2, Graduate, Yes,3800000,14400000,2,114000,301,2300000,1400000,7600000,2400000, Rejected
1095,2, Not Graduate, Yes,5300000,21200000,14,901000,516,2200000,5000000,20900000,7700000, Rejected
1096,5, Not Graduate, No,1100000,3600000,12,286000,315,1300000,700000,3100000,1400000, Rejected
1097,3, Not Graduate, No,6400000,14400000,10,2304000,546,10600000,10000000,21200000,5100000, Rejected
1098,0, Not Graduate, Yes,5100000,14500000,14,1275000,559,11000000,1100000,12300000,6000000, Approved
1099,3, Graduate, Yes,5300000,16900000,2,424000,350,15800000,3100000,14300000,6800000, Approved
1100,1, Graduate, No,6700000,18700000,8,1809000,583,9300000,4100000,17100000,6900000, Approved
1101,2, Not Graduate, No,4000000,9400000,8,120000,874,4400000,3700000,10200000,4800000, Approved
1102,2, Not Graduate, Yes,3900000,11600000,8,429000,808,5800000,3100000,12900000,5000000, Approved
1103,1, Graduate, Yes,1600000,4900000,16,336000,487,4300000,1100000,3900000,2000000, Rejected
1104,3, Graduate, No,2700000,7800000,14,513000,870,5400000,5300000,5700000,2100000, Approved
1105,3, Graduate, No,1400000,3800000,8,350000,840,1700000,200000,5300000,1500000, Approved
1106,4, Not Graduate, Yes,8000000,19200000,18,2800000,682,2500000,8900000,19000000,5300000, Approved
1107,3, Graduate, Yes,8200000,28900000,10,2952000,668,23800000,4500000,28700000,10900000, Approved
1108,5, Graduate, Yes,4800000,10300000,8,912000,781,4800000,6800000,11100000,4300000, Approved
1109,4, Graduate, No,8100000,19000000,6,0,375,4100000,14500000,19100000,11900000, Rejected
1110,4, Not Graduate, No,5900000,14900000,14,177000,857,2600000,9500000,16000000,3500000, Approved
1111,5, Graduate, Yes,8100000,32100000,6,2673000,823,18200000,1800000,24100000,6500000, Approved
1112,0, Graduate, No,1400000,5000000,8,532000,686,1800000,1900000,3200000,1500000, Approved
1113,1, Graduate, No,1600000,6300000,2,512000,721,3000000,600000,5200000,900000, Approved
1114,4, Graduate, No,4600000,9400000,18,1656000,545,800000,2400000,11500000,6300000, Rejected
1115,1, Not Graduate, No,2900000,8900000,6,986000,523,900000,5600000,9700000,1800000, Rejected
1116,2, Graduate, Yes,8600000,24900000,20,2408000,607,13600000,7600000,31800000,5400000, Approved
1117,4, Not Graduate, No,3800000,14900000,20,380000,428,6500000,3500000,12200000,2500000, Rejected
1118,0, Not Graduate, No,8200000,20300000,4,1804000,666,13100000,10200000,25900000,7800000, Approved
1119,3, Graduate, No,3200000,10100000,20,1280000,704,3400000,4800000,9000000,3900000, Approved
1120,0, Not Graduate, Yes,8100000,23800000,10,2349000,794,5400000,15500000,20700000,8800000, Approved
1121,1, Graduate, Yes,9800000,23300000,12,2744000,430,3200000,12600000,30500000,13900000, Rejected
1122,0, Not Graduate, No,200000,500000,20,22000,615,500000,200000,600000,200000, Approved
1123,0, Not Graduate, No,6600000,14100000,20,2508000,360,6800000,5100000,25400000,7800000, Rejected
1124,0, Not Graduate, No,9100000,18300000,14,2184000,458,6100000,9200000,34100000,10000000, Rejected
1125,2, Not Graduate, No,5500000,20400000,12,220000,887,8800000,9400000,12300000,3300000, Approved
1126,4, Not Graduate, No,7200000,27400000,8,1368000,735,14100000,14200000,19400000,9500000, Approved
1127,1, Not Graduate, No,2400000,5600000,16,936000,379,3700000,600000,7200000,3400000, Rejected
1128,4, Graduate, No,9600000,25500000,20,1728000,544,4000000,11400000,23800000,11100000, Rejected
1129,1, Graduate, Yes,5800000,16700000,12,1914000,721,1100000,9700000,17200000,7500000, Approved
1130,4, Not Graduate, No,2300000,6000000,8,828000,676,6000000,400000,4800000,2200000, Approved
1131,1, Not Graduate, No,300000,1200000,4,102000,342,800000,100000,1100000,200000, Approved
1132,0, Not Graduate, No,9900000,27000000,16,1584000,566,3500000,17300000,36900000,11500000, Approved
1133,2, Not Graduate, No,3500000,14000000,2,1120000,355,8700000,1600000,11800000,2900000, Approved
1134,2, Graduate, No,4800000,18500000,20,1584000,605,5700000,5500000,14700000,5800000, Approved
1135,2, Not Graduate, No,1600000,5200000,16,400000,525,300000,2900000,5600000,1600000, Rejected
1136,5, Graduate, Yes,800000,2500000,12,160000,403,500000,0,3200000,800000, Rejected
1137,1, Graduate, Yes,9000000,33500000,18,1350000,727,18800000,10500000,28100000,5300000, Approved
1138,1, Graduate, No,8300000,28900000,12,2822000,529,18300000,3900000,32500000,5800000, Rejected
1139,4, Graduate, No,2800000,6100000,18,980000,415,2200000,4200000,8400000,2000000, Rejected
1140,1, Graduate, Yes,6400000,17300000,10,1216000,879,10000000,1100000,15400000,8200000, Approved
1141,2, Not Graduate, Yes,6000000,12600000,16,240000,649,4800000,5300000,23900000,5100000, Approved
1142,0, Graduate, No,2900000,9800000,16,406000,395,5400000,4300000,8600000,2400000, Rejected
1143,0, Graduate, No,6500000,24100000,20,1690000,488,3300000,6000000,22900000,9700000, Rejected
1144,1, Graduate, Yes,200000,400000,8,28000,569,200000,200000,700000,300000, Approved
1145,1, Not Graduate, No,8400000,24600000,14,2352000,817,1800000,13100000,31300000,8200000, Approved
1146,1, Graduate, Yes,6100000,17800000,20,2379000,706,16000000,10900000,16900000,4300000, Approved
1147,2, Graduate, Yes,8000000,31200000,8,2960000,553,6800000,3500000,21000000,10300000, Approved
1148,5, Not Graduate, Yes,900000,1800000,14,360000,464,2300000,300000,1800000,700000, Rejected
1149,2, Graduate, No,7300000,20000000,6,146000,729,13100000,10700000,17900000,9100000, Approved
1150,4, Not Graduate, Yes,3700000,7400000,12,111000,363,4800000,6800000,10500000,4400000, Rejected
1151,2, Graduate, No,5200000,17200000,12,1768000,565,3500000,1300000,20000000,6300000, Approved
1152,1, Graduate, No,7200000,21000000,14,2880000,421,3500000,11600000,21800000,4600000, Rejected
1153,0, Not Graduate, Yes,9400000,34200000,10,3666000,512,13100000,15600000,32600000,6300000, Rejected
1154,3, Not Graduate, Yes,3400000,12400000,2,850000,730,2500000,3900000,12200000,4600000, Approved
1155,0, Graduate, No,600000,2300000,8,120000,627,1800000,500000,2200000,300000, Approved
1156,0, Not Graduate, Yes,3300000,10000000,16,1287000,434,3000000,4100000,12900000,4100000, Rejected
1157,2, Graduate, Yes,5900000,14300000,2,1770000,410,11900000,4400000,16900000,4100000, Rejected
1158,3, Not Graduate, No,1300000,3600000,16,182000,624,2400000,2300000,3300000,1900000, Approved
1159,4, Graduate, Yes,5700000,16900000,4,1596000,656,13000000,7400000,22000000,8400000, Approved
1160,2, Not Graduate, No,7700000,27300000,16,2772000,758,7300000,4600000,24800000,9100000, Approved
1161,4, Not Graduate, Yes,7000000,23500000,18,1540000,336,15000000,9500000,19700000,7800000, Rejected
1162,5, Graduate, No,8100000,21900000,18,1944000,378,5200000,3400000,16200000,9600000, Rejected
1163,1, Graduate, Yes,1900000,4200000,4,703000,620,4700000,2800000,7500000,900000, Approved
1164,2, Graduate, No,4500000,9100000,18,450000,593,-100000,600000,12400000,2500000, Approved
1165,0, Not Graduate, Yes,9600000,34000000,12,480000,710,23800000,10300000,38100000,7800000, Approved
1166,1, Not Graduate, Yes,5400000,20700000,8,1998000,753,1900000,800000,19000000,3600000, Approved
1167,1, Not Graduate, Yes,7800000,27200000,16,2340000,454,16100000,3400000,17100000,11400000, Rejected
1168,1, Graduate, Yes,8200000,19100000,8,1558000,619,17200000,12200000,31500000,6600000, Approved
1169,2, Graduate, No,8900000,28500000,6,1513000,367,22200000,16600000,21500000,9300000, Rejected
1170,1, Graduate, No,1400000,3100000,20,504000,384,200000,1200000,4200000,1800000, Rejected
1171,2, Graduate, No,1700000,5900000,16,646000,610,3100000,300000,3700000,1300000, Approved
1172,0, Graduate, No,5300000,19500000,12,901000,802,9800000,3300000,15200000,3200000, Approved
1173,3, Graduate, No,6500000,25200000,10,2210000,858,15400000,10900000,14000000,8100000, Approved
1174,2, Graduate, No,5900000,14000000,8,1298000,599,4700000,9500000,17800000,6700000, Approved
1175,4, Graduate, Yes,9800000,27000000,2,1666000,395,18700000,3000000,23000000,9700000, Rejected
1176,3, Graduate, Yes,7700000,16200000,6,385000,380,11500000,15100000,22500000,6400000, Rejected
1177,1, Graduate, No,7900000,27100000,10,3081000,803,20000000,9800000,22200000,6600000, Approved
1178,4, Graduate, No,3500000,8900000,20,560000,809,7100000,1500000,13700000,3200000, Approved
1179,4, Not Graduate, No,2400000,6600000,2,336000,722,6100000,3300000,5600000,3000000, Approved
1180,5, Graduate, No,9900000,35700000,10,891000,392,7900000,4300000,39200000,13000000, Rejected
1181,0, Graduate, No,3900000,14500000,8,39000,545,5900000,3000000,10300000,3400000, Rejected
1182,2, Not Graduate, Yes,7300000,28500000,10,1679000,799,21500000,3100000,15800000,4300000, Approved
1183,0, Graduate, Yes,6400000,21900000,12,448000,727,15400000,10100000,24000000,5300000, Approved
1184,4, Graduate, No,7100000,19800000,18,1704000,530,7100000,3400000,20900000,7100000, Rejected
1185,2, Not Graduate, No,8800000,19000000,14,1056000,637,13700000,13900000,27100000,6100000, Approved
1186,5, Graduate, No,7400000,21000000,4,2812000,561,21300000,3800000,26400000,3900000, Approved
1187,2, Not Graduate, No,4400000,12000000,20,1144000,421,9300000,2700000,15700000,3400000, Rejected
1188,3, Graduate, Yes,8600000,30300000,14,1548000,459,12000000,4100000,23800000,9100000, Rejected
1189,3, Not Graduate, No,6900000,26000000,14,552000,828,14800000,4200000,18500000,3600000, Approved
1190,4, Graduate, No,9600000,27500000,20,1248000,679,23400000,7500000,37800000,6300000, Approved
1191,2, Graduate, Yes,8100000,25700000,8,2106000,455,22300000,11500000,19800000,9500000, Rejected
1192,0, Not Graduate, No,2600000,9400000,18,234000,879,2800000,1400000,5100000,2300000, Approved
1193,3, Graduate, Yes,9300000,26100000,14,651000,636,4700000,16100000,34500000,11600000, Approved
1194,2, Not Graduate, Yes,2100000,5600000,16,651000,426,400000,300000,7100000,1200000, Rejected
1195,4, Not Graduate, Yes,9000000,21500000,14,2430000,508,16600000,17300000,24300000,13100000, Rejected
1196,3, Not Graduate, Yes,7000000,19200000,4,1540000,768,8600000,13700000,19200000,7700000, Approved
1197,3, Not Graduate, No,2200000,6400000,20,506000,667,6300000,3900000,8300000,2900000, Approved
1198,5, Graduate, Yes,7500000,28200000,2,75000,440,8200000,5800000,24400000,6000000, Approved
1199,1, Graduate, Yes,8300000,16800000,2,2739000,366,22000000,6600000,27300000,4500000, Rejected
1200,2, Not Graduate, No,300000,600000,2,120000,383,600000,300000,1100000,400000, Rejected
1201,0, Not Graduate, Yes,300000,800000,4,3000,603,800000,200000,600000,200000, Approved
1202,3, Graduate, No,3900000,14900000,4,195000,728,4700000,4000000,14900000,5500000, Approved
1203,0, Not Graduate, No,6600000,20300000,6,726000,549,10800000,900000,23100000,9800000, Rejected
1204,0, Graduate, No,4100000,10700000,8,1271000,855,11500000,700000,11200000,3100000, Approved
1205,5, Graduate, Yes,1800000,5300000,12,162000,461,2800000,2000000,4700000,2000000, Rejected
1206,3, Not Graduate, Yes,7000000,16100000,16,700000,379,2000000,5200000,23000000,10000000, Rejected
1207,2, Not Graduate, Yes,5100000,13700000,6,153000,559,7800000,9800000,12700000,5100000, Approved
1208,1, Not Graduate, Yes,300000,600000,8,21000,816,600000,300000,1100000,200000, Approved
1209,4, Not Graduate, Yes,4300000,11400000,2,1032000,560,10000000,3900000,8900000,3300000, Approved
1210,0, Graduate, Yes,3200000,12000000,14,256000,645,5200000,1400000,12100000,3400000, Approved
1211,4, Not Graduate, Yes,4200000,11500000,6,630000,551,10600000,7600000,11300000,5000000, Approved
1212,0, Not Graduate, Yes,9600000,22900000,8,2016000,515,4300000,14700000,33300000,7800000, Rejected
1213,4, Graduate, No,1300000,3600000,10,455000,657,3200000,1900000,2900000,1100000, Approved
1214,3, Not Graduate, No,2400000,9300000,2,792000,682,3100000,4400000,5200000,1500000, Approved
1215,0, Graduate, No,600000,1600000,10,240000,588,1600000,100000,1100000,300000, Approved
1216,5, Graduate, Yes,9600000,38000000,10,3744000,359,2100000,13600000,38200000,9400000, Rejected
1217,0, Graduate, No,400000,1200000,4,128000,766,900000,300000,1200000,300000, Approved
1218,4, Graduate, No,5900000,19900000,14,236000,469,14200000,6800000,22100000,3200000, Rejected
1219,0, Graduate, Yes,700000,1400000,10,98000,618,1300000,200000,1700000,500000, Approved
1220,0, Not Graduate, Yes,8600000,17700000,20,430000,711,22000000,0,30800000,7400000, Approved
1221,0, Graduate, Yes,9000000,34000000,4,1350000,549,2000000,8900000,20000000,12400000, Approved
1222,3, Graduate, Yes,5100000,20400000,6,612000,754,1700000,2600000,11800000,7600000, Approved
